,CustomerID,MonetaryValue,Frequncy,LastInvoiceDate,Recency,Cluster,ClusterLabel,MonetaryValue Per 100 Pounds 
1389,14234.0,775.46,4,2011-11-09 15:42:00,29,3,Upsell Potential,7.7546
1391,14236.0,490.86,2,2011-09-20 09:13:00,80,1,Minimal Effort Group,4.9086
1392,14237.0,161.0,1,2010-12-01 13:20:00,372,0,Win-Back Campaign,1.61
1393,14238.0,146.85,1,2011-01-17 14:40:00,325,0,Win-Back Campaign,1.4685
1395,14240.0,890.34,2,2011-04-28 11:40:00,225,0,Win-Back Campaign,8.9034
1396,14241.0,213.70000000000002,1,2011-06-09 11:46:00,183,0,Win-Back Campaign,2.137
1397,14242.0,280.55,2,2011-04-19 11:46:00,234,0,Win-Back Campaign,2.8055000000000003
1399,14245.0,1693.45,2,2011-05-04 08:40:00,219,3,Upsell Potential,16.9345
1400,14246.0,1474.06,3,2011-08-21 11:50:00,110,3,Upsell Potential,14.740599999999999
1401,14247.0,136.76999999999998,1,2011-03-06 15:21:00,277,0,Win-Back Campaign,1.3677
1402,14248.0,302.58,1,2011-01-25 14:45:00,317,0,Win-Back Campaign,3.0258
1403,14250.0,1904.05,3,2011-09-11 13:44:00,88,2,Loyal VIPs,19.040499999999998
1405,14256.0,969.0600000000001,2,2011-03-24 13:17:00,259,0,Win-Back Campaign,9.6906
1408,14259.0,120.0,1,2011-07-21 10:44:00,141,1,Minimal Effort Group,1.2
1409,14261.0,1163.45,2,2011-09-22 10:47:00,78,3,Upsell Potential,11.634500000000001
1411,14264.0,333.97,2,2011-07-08 10:20:00,154,1,Minimal Effort Group,3.3397
1412,14265.0,530.18,2,2011-08-22 13:32:00,108,1,Minimal Effort Group,5.301799999999999
1413,14267.0,1516.24,3,2011-06-30 10:09:00,162,3,Upsell Potential,15.1624
1414,14270.0,492.65000000000003,1,2011-01-12 09:33:00,331,0,Win-Back Campaign,4.926500000000001
1415,14271.0,112.32,1,2011-04-28 12:47:00,224,0,Win-Back Campaign,1.1232
1416,14272.0,437.96,2,2011-09-27 10:08:00,73,1,Minimal Effort Group,4.3796
1417,14273.0,559.97,4,2011-07-26 14:56:00,135,3,Upsell Potential,5.5997
1418,14276.0,1119.74,3,2011-09-02 09:45:00,98,3,Upsell Potential,11.1974
1420,14280.0,134.04,1,2011-05-27 10:37:00,196,0,Win-Back Campaign,1.3403999999999998
1422,14284.0,595.25,2,2011-09-14 13:04:00,85,1,Minimal Effort Group,5.9525
1423,14285.0,1910.01,4,2011-09-25 11:38:00,75,2,Loyal VIPs,19.1001
1425,14287.0,176.63,3,2011-05-25 11:44:00,198,0,Win-Back Campaign,1.7663
1426,14288.0,426.6,1,2011-05-10 13:22:00,212,0,Win-Back Campaign,4.266
1427,14289.0,911.26,6,2011-07-28 10:24:00,134,2,Loyal VIPs,9.1126
1431,14293.0,1046.56,4,2011-07-15 15:28:00,146,3,Upsell Potential,10.4656
1432,14295.0,166.20000000000002,1,2011-10-30 15:50:00,39,1,Minimal Effort Group,1.6620000000000001
1433,14297.0,1305.33,4,2011-03-10 08:31:00,274,2,Loyal VIPs,13.0533
1436,14300.0,43.2,1,2011-11-21 08:57:00,18,1,Minimal Effort Group,0.43200000000000005
1437,14301.0,640.14,1,2011-08-14 15:33:00,116,1,Minimal Effort Group,6.4014
1438,14304.0,383.45,1,2011-05-01 11:50:00,222,0,Win-Back Campaign,3.8345
1439,14305.0,1858.96,3,2011-09-29 15:29:00,70,2,Loyal VIPs,18.5896
1440,14306.0,2093.32,2,2011-09-15 10:31:00,85,2,Loyal VIPs,20.933200000000003
1443,14311.0,310.26,1,2011-04-11 10:14:00,242,0,Win-Back Campaign,3.1026
1444,14312.0,1611.59,6,2011-09-09 13:14:00,90,2,Loyal VIPs,16.1159
1445,14314.0,120.0,1,2011-08-25 10:39:00,106,1,Minimal Effort Group,1.2
1447,14317.0,508.58000000000004,1,2011-10-06 10:44:00,64,1,Minimal Effort Group,5.085800000000001
1448,14320.0,477.79,2,2011-05-17 09:24:00,206,0,Win-Back Campaign,4.7779
1449,14321.0,1530.75,5,2011-09-27 09:24:00,73,2,Loyal VIPs,15.3075
1450,14323.0,605.0600000000001,2,2011-08-17 11:37:00,114,3,Upsell Potential,6.0506
1451,14326.0,183.85,1,2011-04-11 15:04:00,241,0,Win-Back Campaign,1.8385
1452,14327.0,311.65,1,2011-06-29 13:58:00,162,1,Minimal Effort Group,3.1165
1454,14331.0,462.65999999999997,2,2011-08-07 13:17:00,123,1,Minimal Effort Group,4.6266
1455,14332.0,866.31,3,2011-07-15 10:33:00,147,3,Upsell Potential,8.6631
1456,14333.0,415.2,1,2011-10-03 10:38:00,67,1,Minimal Effort Group,4.152
1458,14335.0,468.26,2,2011-09-04 13:07:00,95,1,Minimal Effort Group,4.6826
1459,14336.0,1614.91,4,2011-05-04 15:37:00,218,2,Loyal VIPs,16.1491
1460,14338.0,588.22,2,2011-07-01 14:08:00,160,3,Upsell Potential,5.8822
1461,14339.0,309.52,1,2011-04-11 11:06:00,242,0,Win-Back Campaign,3.0951999999999997
1462,14340.0,134.7,1,2011-05-05 09:44:00,218,0,Win-Back Campaign,1.347
1464,14342.0,668.5600000000001,4,2011-07-25 14:35:00,136,3,Upsell Potential,6.685600000000001
1466,14345.0,108.97999999999999,1,2011-11-01 09:51:00,38,1,Minimal Effort Group,1.0897999999999999
1467,14346.0,1021.58,2,2011-08-11 09:47:00,120,3,Upsell Potential,10.2158
1468,14348.0,409.57,1,2011-03-24 16:23:00,259,0,Win-Back Campaign,4.0957
1469,14349.0,133.5,1,2011-11-29 15:39:00,9,1,Minimal Effort Group,1.335
1470,14350.0,282.93,1,2011-03-10 14:14:00,273,0,Win-Back Campaign,2.8293
1471,14351.0,51.0,1,2011-06-28 11:56:00,164,1,Minimal Effort Group,0.51
1472,14352.0,1078.96,4,2011-07-05 15:41:00,156,3,Upsell Potential,10.7896
1473,14353.0,90.6,1,2011-05-08 16:06:00,214,0,Win-Back Campaign,0.9059999999999999
1474,14354.0,163.62,2,2011-12-04 11:32:00,5,1,Minimal Effort Group,1.6362
1475,14355.0,174.4,1,2010-12-09 12:16:00,365,0,Win-Back Campaign,1.744
1476,14356.0,701.23,2,2011-09-21 09:18:00,79,3,Upsell Potential,7.0123
1477,14357.0,225.77,1,2011-10-27 16:23:00,42,1,Minimal Effort Group,2.2577000000000003
1478,14359.0,912.18,3,2011-09-13 09:03:00,87,3,Upsell Potential,9.1218
1479,14360.0,2128.23,4,2011-09-06 11:58:00,94,2,Loyal VIPs,21.2823
1480,14362.0,161.2,1,2011-11-17 15:08:00,21,1,Minimal Effort Group,1.6119999999999999
1483,14368.0,155.0,1,2011-01-24 09:52:00,319,0,Win-Back Campaign,1.55
1484,14371.0,100.5,1,2011-02-17 16:35:00,294,0,Win-Back Campaign,1.005
1485,14373.0,76.55,1,2010-12-16 15:40:00,357,0,Win-Back Campaign,0.7655
1486,14375.0,257.68,1,2011-06-07 13:44:00,184,0,Win-Back Campaign,2.5768
1487,14377.0,617.05,2,2011-06-01 13:32:00,190,0,Win-Back Campaign,6.1705
1488,14379.0,348.1,2,2011-02-17 15:03:00,294,0,Win-Back Campaign,3.4810000000000003
1489,14381.0,202.68,1,2011-10-18 17:10:00,51,1,Minimal Effort Group,2.0268
1490,14382.0,626.0699999999999,1,2011-11-13 16:18:00,25,1,Minimal Effort Group,6.260699999999999
1491,14383.0,1247.69,3,2011-06-29 10:18:00,163,3,Upsell Potential,12.4769
1492,14385.0,202.11,3,2011-11-30 15:36:00,8,1,Minimal Effort Group,2.0211
1493,14386.0,142.4,1,2011-02-16 09:45:00,296,0,Win-Back Campaign,1.4240000000000002
1494,14387.0,1770.56,3,2011-09-26 12:58:00,73,2,Loyal VIPs,17.7056
1496,14389.0,1043.46,2,2011-06-02 12:04:00,190,3,Upsell Potential,10.4346
1498,14393.0,67.95,1,2011-05-05 18:16:00,217,0,Win-Back Campaign,0.6795
1500,14396.0,487.99,2,2010-12-03 15:19:00,370,0,Win-Back Campaign,4.8799
1502,14400.0,574.7,1,2011-07-13 15:50:00,148,1,Minimal Effort Group,5.747000000000001
1504,14403.0,1475.81,4,2011-08-01 12:57:00,129,2,Loyal VIPs,14.758099999999999
1505,14404.0,1474.32,6,2011-08-23 11:16:00,108,2,Loyal VIPs,14.7432
1506,14406.0,156.75,1,2011-08-12 16:54:00,118,1,Minimal Effort Group,1.5675
1507,14407.0,2142.73,5,2011-08-24 14:02:00,106,2,Loyal VIPs,21.4273
1509,14409.0,2059.4500000000003,6,2011-09-29 18:18:00,70,2,Loyal VIPs,20.594500000000004
1511,14411.0,1063.0,1,2011-02-02 10:56:00,310,0,Win-Back Campaign,10.63
1512,14412.0,770.03,2,2011-09-28 08:48:00,72,3,Upsell Potential,7.7002999999999995
1513,14413.0,122.7,1,2010-12-12 13:37:00,361,0,Win-Back Campaign,1.227
1514,14414.0,1496.98,7,2011-09-09 12:09:00,91,2,Loyal VIPs,14.9698
1516,14416.0,490.22,2,2011-11-17 15:22:00,21,1,Minimal Effort Group,4.902200000000001
1517,14418.0,1937.25,3,2011-08-23 17:18:00,107,2,Loyal VIPs,19.3725
1518,14419.0,1058.06,6,2011-09-27 11:27:00,73,2,Loyal VIPs,10.580599999999999
1519,14420.0,387.52,1,2011-09-01 18:07:00,98,1,Minimal Effort Group,3.8752
1520,14421.0,813.11,2,2011-05-12 10:49:00,211,3,Upsell Potential,8.1311
1522,14423.0,265.2,1,2011-05-05 15:12:00,217,0,Win-Back Campaign,2.6519999999999997
1523,14424.0,322.08,1,2011-11-22 11:48:00,17,1,Minimal Effort Group,3.2207999999999997
1525,14427.0,363.34000000000003,2,2011-10-07 09:10:00,63,1,Minimal Effort Group,3.6334000000000004
1526,14428.0,1244.83,5,2011-09-21 14:50:00,78,2,Loyal VIPs,12.4483
1527,14431.0,470.36,1,2011-02-10 10:40:00,302,0,Win-Back Campaign,4.7036
1528,14432.0,2255.51,6,2011-09-11 14:09:00,88,2,Loyal VIPs,22.555100000000003
1529,14434.0,1372.8,6,2011-09-28 15:31:00,71,2,Loyal VIPs,13.728
1530,14436.0,89.06,1,2011-09-02 10:13:00,98,1,Minimal Effort Group,0.8906000000000001
1531,14437.0,63.0,1,2010-12-09 09:27:00,365,0,Win-Back Campaign,0.63
1532,14438.0,131.9,1,2011-02-06 14:56:00,305,0,Win-Back Campaign,1.319
1535,14441.0,1712.89,4,2011-09-06 09:45:00,94,2,Loyal VIPs,17.1289
1536,14442.0,1589.82,2,2011-05-19 11:36:00,204,3,Upsell Potential,15.8982
1537,14443.0,1420.2,4,2011-07-24 11:40:00,138,2,Loyal VIPs,14.202
1538,14446.0,1034.78,4,2011-09-20 12:35:00,79,3,Upsell Potential,10.3478
1539,14447.0,1163.23,5,2011-05-27 14:29:00,195,2,Loyal VIPs,11.6323
1540,14448.0,375.35,2,2010-12-10 17:26:00,363,0,Win-Back Campaign,3.7535000000000003
1541,14449.0,907.1,4,2011-04-07 12:16:00,246,3,Upsell Potential,9.071
1542,14450.0,483.25,3,2011-06-12 10:46:00,180,3,Upsell Potential,4.8325
1543,14451.0,662.59,2,2011-05-29 12:35:00,193,3,Upsell Potential,6.625900000000001
1544,14452.0,264.44,2,2011-09-07 11:32:00,93,1,Minimal Effort Group,2.6444
1545,14453.0,119.93,1,2011-06-02 14:15:00,189,0,Win-Back Campaign,1.1993
1547,14457.0,113.64,1,2011-02-02 09:39:00,310,0,Win-Back Campaign,1.1364
1548,14459.0,1837.92,1,2011-07-07 13:35:00,154,3,Upsell Potential,18.3792
1549,14460.0,434.34,3,2011-08-21 14:19:00,109,3,Upsell Potential,4.3434
1550,14461.0,2102.67,3,2011-07-14 17:11:00,147,2,Loyal VIPs,21.0267
1552,14463.0,529.62,3,2011-09-02 15:20:00,97,3,Upsell Potential,5.2962
1553,14465.0,1058.6200000000001,3,2011-04-07 12:38:00,245,3,Upsell Potential,10.586200000000002
1554,14466.0,2272.4,7,2011-09-27 12:44:00,72,2,Loyal VIPs,22.724
1555,14467.0,598.76,4,2011-11-22 12:48:00,16,3,Upsell Potential,5.9876
1556,14470.0,461.19,2,2011-02-25 11:56:00,287,0,Win-Back Campaign,4.6119
1558,14473.0,234.34000000000003,2,2011-09-26 15:10:00,73,1,Minimal Effort Group,2.3434000000000004
1559,14474.0,547.66,1,2011-10-24 13:26:00,45,1,Minimal Effort Group,5.4765999999999995
1560,14475.0,925.85,3,2011-09-29 10:46:00,71,3,Upsell Potential,9.2585
1561,14476.0,215.7,1,2011-03-27 15:39:00,256,0,Win-Back Campaign,2.157
1562,14477.0,1309.6,4,2011-06-08 13:33:00,183,2,Loyal VIPs,13.095999999999998
1563,14479.0,316.25,2,2011-03-31 09:07:00,253,0,Win-Back Campaign,3.1625
1564,14480.0,279.05,1,2011-11-28 16:35:00,10,1,Minimal Effort Group,2.7905
1565,14481.0,636.51,2,2011-06-28 10:38:00,164,3,Upsell Potential,6.3651
1566,14482.0,2068.15,6,2011-09-01 16:44:00,98,2,Loyal VIPs,20.6815
1567,14483.0,137.1,1,2011-03-03 10:26:00,281,0,Win-Back Campaign,1.371
1568,14484.0,321.92,1,2011-10-20 14:11:00,49,1,Minimal Effort Group,3.2192000000000003
1569,14485.0,165.75,1,2011-11-01 12:25:00,37,1,Minimal Effort Group,1.6575
1570,14487.0,1196.33,6,2011-09-18 12:40:00,81,2,Loyal VIPs,11.963299999999998
1571,14488.0,1064.28,1,2011-10-03 09:30:00,67,1,Minimal Effort Group,10.6428
1572,14489.0,463.38,1,2011-05-16 14:51:00,206,0,Win-Back Campaign,4.6338
1573,14491.0,340.93,2,2011-06-17 15:22:00,174,0,Win-Back Campaign,3.4093
1575,14494.0,139.56,1,2011-11-14 09:21:00,25,1,Minimal Effort Group,1.3956
1576,14495.0,123.8,2,2011-08-10 14:13:00,120,1,Minimal Effort Group,1.238
1577,14496.0,538.8100000000001,2,2011-02-01 09:01:00,311,0,Win-Back Campaign,5.3881000000000006
1578,14497.0,475.37,1,2011-02-03 17:01:00,308,0,Win-Back Campaign,4.7537
1579,14498.0,1957.32,5,2011-08-15 14:10:00,115,2,Loyal VIPs,19.5732
1580,14499.0,815.32,3,2011-07-29 11:49:00,133,3,Upsell Potential,8.1532
1581,14500.0,356.85,3,2011-09-12 16:45:00,87,3,Upsell Potential,3.5685000000000002
1582,14501.0,251.21,2,2011-06-09 12:02:00,183,0,Win-Back Campaign,2.5121
1585,14504.0,673.26,4,2011-04-10 16:01:00,242,3,Upsell Potential,6.7326
1587,14506.0,2012.17,5,2011-06-30 19:27:00,161,2,Loyal VIPs,20.1217
1588,14507.0,1383.18,6,2011-08-30 15:16:00,100,2,Loyal VIPs,13.831800000000001
1589,14508.0,276.42,2,2011-09-11 11:29:00,89,1,Minimal Effort Group,2.7642
1590,14511.0,1314.81,5,2011-09-08 13:26:00,91,2,Loyal VIPs,13.1481
1591,14512.0,275.28,2,2011-06-05 12:39:00,186,0,Win-Back Campaign,2.7527999999999997
1592,14513.0,455.59000000000003,3,2011-08-31 11:25:00,100,3,Upsell Potential,4.5559
1593,14514.0,1055.35,3,2011-05-22 15:12:00,200,3,Upsell Potential,10.5535
1594,14515.0,2102.09,6,2011-06-01 12:54:00,190,2,Loyal VIPs,21.0209
1595,14517.0,330.45,2,2011-07-21 11:42:00,141,1,Minimal Effort Group,3.3045
1596,14518.0,174.37,1,2011-10-06 14:43:00,63,1,Minimal Effort Group,1.7437
1597,14520.0,270.6,2,2011-02-22 09:15:00,290,0,Win-Back Campaign,2.7060000000000004
1598,14522.0,974.54,4,2011-09-08 15:39:00,91,3,Upsell Potential,9.7454
1599,14523.0,241.09,1,2011-08-23 13:13:00,107,1,Minimal Effort Group,2.4109
1603,14528.0,364.21999999999997,1,2011-11-02 17:09:00,36,1,Minimal Effort Group,3.6422
1604,14529.0,620.04,3,2011-09-23 13:48:00,76,3,Upsell Potential,6.200399999999999
1606,14532.0,932.85,4,2011-04-17 13:05:00,235,3,Upsell Potential,9.3285
1607,14533.0,1949.72,7,2011-09-11 15:35:00,88,2,Loyal VIPs,19.4972
1610,14536.0,171.8,1,2011-03-25 12:21:00,258,0,Win-Back Campaign,1.7180000000000002
1611,14537.0,355.56,1,2011-10-13 10:54:00,57,1,Minimal Effort Group,3.5556
1612,14538.0,388.25,2,2011-03-28 14:57:00,255,0,Win-Back Campaign,3.8825
1613,14539.0,537.48,2,2011-11-24 09:50:00,15,1,Minimal Effort Group,5.3748000000000005
1614,14540.0,996.26,3,2011-09-25 12:34:00,74,3,Upsell Potential,9.9626
1616,14542.0,103.25,1,2011-06-07 08:19:00,185,0,Win-Back Campaign,1.0325
1618,14544.0,2024.45,2,2010-12-13 12:50:00,360,2,Loyal VIPs,20.244500000000002
1621,14548.0,652.8,2,2011-07-12 12:19:00,149,3,Upsell Potential,6.528
1622,14549.0,289.24,1,2011-02-01 13:47:00,310,0,Win-Back Campaign,2.8924000000000003
1623,14550.0,765.62,2,2011-11-29 12:12:00,10,1,Minimal Effort Group,7.6562
1624,14551.0,186.23,2,2011-05-19 18:21:00,203,0,Win-Back Campaign,1.8622999999999998
1625,14552.0,165.07,1,2011-07-11 12:49:00,150,1,Minimal Effort Group,1.6506999999999998
1626,14553.0,859.27,5,2011-05-05 11:08:00,218,3,Upsell Potential,8.5927
1628,14555.0,324.14,2,2011-02-10 17:19:00,301,0,Win-Back Campaign,3.2414
1629,14557.0,788.38,1,2011-09-15 15:48:00,84,1,Minimal Effort Group,7.8838
1631,14561.0,1080.76,3,2011-09-25 12:39:00,74,3,Upsell Potential,10.8076
1634,14566.0,1432.0,1,2011-08-21 11:05:00,110,3,Upsell Potential,14.32
1635,14567.0,1530.3600000000001,2,2011-08-01 13:48:00,129,3,Upsell Potential,15.303600000000001
1636,14569.0,227.39,1,2011-12-08 14:58:00,0,1,Minimal Effort Group,2.2739
1637,14570.0,217.21,2,2011-03-04 10:58:00,280,0,Win-Back Campaign,2.1721
1640,14576.0,35.400000000000006,1,2010-12-02 17:51:00,371,0,Win-Back Campaign,0.35400000000000004
1641,14577.0,859.71,4,2011-06-29 11:46:00,163,3,Upsell Potential,8.597100000000001
1642,14578.0,168.63,1,2011-12-06 17:18:00,2,1,Minimal Effort Group,1.6863
1643,14581.0,138.6,1,2011-11-23 12:39:00,15,1,Minimal Effort Group,1.386
1644,14582.0,114.11,1,2011-10-30 11:56:00,40,1,Minimal Effort Group,1.1411
1645,14583.0,1052.55,5,2011-07-18 12:53:00,143,2,Loyal VIPs,10.5255
1646,14584.0,1042.26,4,2011-06-09 20:03:00,182,3,Upsell Potential,10.4226
1647,14585.0,157.05,1,2011-10-20 14:33:00,49,1,Minimal Effort Group,1.5705
1648,14586.0,237.36,1,2011-03-08 10:04:00,276,0,Win-Back Campaign,2.3736
1650,14589.0,39.75,1,2010-12-03 11:42:00,371,0,Win-Back Campaign,0.3975
1651,14591.0,1447.14,4,2011-05-10 14:09:00,212,2,Loyal VIPs,14.471400000000001
1652,14592.0,570.46,3,2011-11-04 16:35:00,34,3,Upsell Potential,5.7046
1653,14593.0,617.99,3,2011-05-25 11:21:00,198,3,Upsell Potential,6.1799
1654,14594.0,379.83,2,2011-12-02 13:28:00,6,1,Minimal Effort Group,3.7983
1655,14595.0,1740.6,6,2011-09-15 13:13:00,84,2,Loyal VIPs,17.406
1656,14597.0,883.15,2,2011-06-01 12:33:00,190,3,Upsell Potential,8.8315
1657,14598.0,221.97,1,2011-10-26 13:19:00,43,1,Minimal Effort Group,2.2197
1658,14600.0,393.33000000000004,1,2011-02-07 09:48:00,305,0,Win-Back Campaign,3.9333000000000005
1659,14601.0,213.96,1,2011-11-29 09:48:00,10,1,Minimal Effort Group,2.1396
1660,14603.0,660.0,1,2011-03-10 10:27:00,274,0,Win-Back Campaign,6.6
1663,14608.0,1785.15,4,2011-09-15 11:46:00,85,2,Loyal VIPs,17.8515
1664,14609.0,601.56,4,2011-09-28 12:54:00,71,3,Upsell Potential,6.015599999999999
1665,14616.0,406.08000000000004,3,2011-04-11 09:54:00,242,0,Win-Back Campaign,4.0608
1666,14618.0,553.44,3,2011-11-30 13:45:00,8,3,Upsell Potential,5.534400000000001
1667,14619.0,394.44,1,2011-04-08 07:37:00,245,0,Win-Back Campaign,3.9444
1668,14620.0,412.78000000000003,2,2011-05-18 11:58:00,205,0,Win-Back Campaign,4.127800000000001
1669,14621.0,1788.3600000000001,5,2011-07-06 12:31:00,155,2,Loyal VIPs,17.8836
1670,14622.0,320.58000000000004,1,2011-06-08 12:42:00,183,0,Win-Back Campaign,3.2058000000000004
1671,14623.0,884.57,5,2011-08-15 13:51:00,115,2,Loyal VIPs,8.8457
1672,14624.0,225.85,2,2011-10-13 13:44:00,56,1,Minimal Effort Group,2.2584999999999997
1673,14625.0,899.63,2,2011-05-27 15:32:00,195,3,Upsell Potential,8.9963
1675,14628.0,671.96,2,2011-09-09 14:58:00,90,3,Upsell Potential,6.719600000000001
1676,14629.0,959.01,2,2011-12-05 16:55:00,3,3,Upsell Potential,9.5901
1677,14631.0,1006.98,3,2011-04-18 16:49:00,234,3,Upsell Potential,10.0698
1678,14632.0,114.56,1,2011-03-22 08:49:00,262,0,Win-Back Campaign,1.1456
1679,14633.0,344.90000000000003,1,2011-03-18 17:07:00,265,0,Win-Back Campaign,3.4490000000000003
1680,14636.0,609.85,2,2011-03-16 09:52:00,268,0,Win-Back Campaign,6.0985000000000005
1681,14638.0,443.6,1,2011-10-20 10:10:00,50,1,Minimal Effort Group,4.436
1683,14640.0,2125.08,6,2011-08-04 11:38:00,127,2,Loyal VIPs,21.250799999999998
1684,14641.0,110.46,1,2011-11-18 10:42:00,21,1,Minimal Effort Group,1.1046
1685,14642.0,96.12,1,2011-10-12 11:08:00,58,1,Minimal Effort Group,0.9612
1686,14643.0,693.8100000000001,2,2011-06-22 14:41:00,169,3,Upsell Potential,6.9381
1687,14644.0,830.76,2,2011-02-14 14:14:00,297,0,Win-Back Campaign,8.3076
1688,14645.0,597.09,2,2011-07-06 09:15:00,156,3,Upsell Potential,5.9709
1690,14647.0,243.22,1,2011-05-22 13:40:00,200,0,Win-Back Campaign,2.4322
1691,14649.0,1417.29,4,2011-09-28 15:42:00,71,2,Loyal VIPs,14.1729
1692,14651.0,654.6,2,2011-05-12 16:29:00,210,0,Win-Back Campaign,6.546
1693,14652.0,114.18,1,2011-09-23 14:21:00,76,1,Minimal Effort Group,1.1418000000000001
1694,14653.0,1937.6,7,2011-12-08 13:45:00,0,2,Loyal VIPs,19.375999999999998
1695,14655.0,1932.23,4,2011-09-30 08:14:00,70,2,Loyal VIPs,19.3223
1696,14656.0,291.05,2,2011-06-23 13:51:00,168,0,Win-Back Campaign,2.9105000000000003
1697,14657.0,848.22,4,2011-07-07 19:54:00,154,3,Upsell Potential,8.4822
1698,14658.0,247.15,2,2011-08-14 15:42:00,116,1,Minimal Effort Group,2.4715000000000003
1700,14660.0,285.74,2,2011-09-14 11:34:00,86,1,Minimal Effort Group,2.8574
1701,14661.0,107.95,1,2011-11-13 11:51:00,26,1,Minimal Effort Group,1.0795000000000001
1702,14662.0,771.17,4,2011-04-19 12:26:00,233,3,Upsell Potential,7.7116999999999996
1703,14664.0,637.89,2,2011-11-06 14:56:00,32,1,Minimal Effort Group,6.3789
1704,14665.0,1835.7,5,2011-09-11 11:26:00,89,2,Loyal VIPs,18.357
1705,14666.0,179.95,1,2011-11-15 12:57:00,23,1,Minimal Effort Group,1.7994999999999999
1707,14669.0,1269.99,3,2011-04-12 11:43:00,241,3,Upsell Potential,12.6999
1708,14670.0,411.53,2,2011-03-04 14:13:00,279,0,Win-Back Campaign,4.1152999999999995
1709,14672.0,765.55,2,2011-04-19 10:19:00,234,0,Win-Back Campaign,7.6555
1710,14673.0,1736.4,5,2010-12-07 12:49:00,366,2,Loyal VIPs,17.364
1711,14675.0,604.75,1,2011-11-23 12:58:00,15,1,Minimal Effort Group,6.0475
1714,14681.0,498.95,3,2011-09-29 15:52:00,70,3,Upsell Potential,4.9895
1715,14682.0,52.0,2,2011-06-05 12:12:00,187,0,Win-Back Campaign,0.52
1716,14684.0,1236.28,5,2011-09-19 11:04:00,81,2,Loyal VIPs,12.3628
1717,14687.0,628.38,1,2011-08-25 11:59:00,106,1,Minimal Effort Group,6.2838
1719,14689.0,112.8,1,2011-05-15 11:22:00,208,0,Win-Back Campaign,1.128
1720,14690.0,371.7,2,2011-07-11 11:58:00,151,1,Minimal Effort Group,3.717
1721,14691.0,2114.33,5,2011-09-04 11:17:00,96,2,Loyal VIPs,21.1433
1722,14692.0,591.55,4,2011-07-25 15:08:00,136,3,Upsell Potential,5.9155
1723,14693.0,172.9,1,2011-03-20 12:50:00,263,0,Win-Back Campaign,1.729
1724,14696.0,2078.95,7,2011-09-29 15:04:00,70,2,Loyal VIPs,20.789499999999997
1725,14697.0,188.60999999999999,2,2011-05-05 15:39:00,217,0,Win-Back Campaign,1.8860999999999999
1726,14698.0,1250.76,5,2011-12-08 12:26:00,0,2,Loyal VIPs,12.5076
1727,14699.0,109.13000000000001,1,2011-05-09 14:54:00,213,0,Win-Back Campaign,1.0913000000000002
1728,14700.0,2235.3,3,2011-06-03 11:59:00,189,2,Loyal VIPs,22.353
1731,14703.0,318.17,1,2011-11-25 09:23:00,14,1,Minimal Effort Group,3.1817
1732,14704.0,1514.57,7,2011-09-19 13:27:00,80,2,Loyal VIPs,15.1457
1733,14705.0,179.0,1,2011-05-25 12:39:00,197,0,Win-Back Campaign,1.79
1734,14708.0,1126.37,3,2011-07-08 16:08:00,153,3,Upsell Potential,11.263699999999998
1736,14710.0,606.13,4,2011-11-25 14:53:00,13,3,Upsell Potential,6.0613
1738,14712.0,917.07,3,2011-09-25 14:58:00,74,3,Upsell Potential,9.1707
1740,14714.0,160.19,1,2011-11-15 13:07:00,23,1,Minimal Effort Group,1.6018999999999999
1741,14715.0,867.38,4,2011-09-06 12:02:00,94,3,Upsell Potential,8.6738
1742,14716.0,329.68,2,2011-07-14 12:42:00,147,1,Minimal Effort Group,3.2968
1743,14719.0,1602.13,5,2011-06-13 12:52:00,178,2,Loyal VIPs,16.0213
1744,14720.0,663.81,3,2011-09-11 13:56:00,88,3,Upsell Potential,6.6381
1745,14722.0,187.92000000000002,1,2011-07-15 14:58:00,146,1,Minimal Effort Group,1.8792000000000002
1746,14723.0,1156.6,6,2010-12-03 14:26:00,370,2,Loyal VIPs,11.565999999999999
1747,14725.0,718.08,1,2011-11-15 12:42:00,23,1,Minimal Effort Group,7.1808000000000005
1748,14727.0,268.58,1,2011-03-10 14:45:00,273,0,Win-Back Campaign,2.6858
1749,14729.0,313.49,1,2010-12-01 12:43:00,372,0,Win-Back Campaign,3.1349
1751,14731.0,380.02,3,2011-05-18 11:02:00,205,3,Upsell Potential,3.8002
1755,14737.0,1164.55,3,2011-08-03 10:04:00,128,3,Upsell Potential,11.6455
1756,14738.0,1314.45,7,2011-07-29 10:34:00,133,2,Loyal VIPs,13.1445
1758,14740.0,1448.21,3,2011-05-26 18:17:00,196,3,Upsell Potential,14.4821
1759,14741.0,1400.34,6,2011-08-18 13:16:00,112,2,Loyal VIPs,14.0034
1760,14744.0,1099.98,7,2011-02-15 11:33:00,297,2,Loyal VIPs,10.9998
1761,14745.0,1220.26,5,2011-08-19 10:05:00,112,2,Loyal VIPs,12.2026
1762,14747.0,328.2,1,2011-04-04 14:09:00,248,0,Win-Back Campaign,3.282
1763,14748.0,1415.75,5,2011-08-08 12:28:00,122,2,Loyal VIPs,14.1575
1764,14752.0,389.64,1,2011-10-27 11:55:00,43,1,Minimal Effort Group,3.8964
1765,14753.0,563.15,1,2011-09-13 14:50:00,86,1,Minimal Effort Group,5.6315
